text,category,priority
well fargo upon calling cpi administrator transfered well fargo hung reason never called back bank time administrator time question purpose thats wrong asking outside mitigation transferring around jerk really tired well fargo thinking lie letter using federal mail lie sent fraud swindle whoever devised intending devise scheme artifice defraud obtaining money property mean false fraudulent pretense representation promise sell dispose loan exchange alter give away distribute supply furnish procure unlawful use counterfeit spurious coin obligation security article anything represented intimated held counterfeit spurious article purpose executing scheme artifice attempting place post office authorized depository mail matter matter thing whatever sent delivered postal service deposit cause deposited matter thing whatever sent delivered private commercial interstate carrier take receives therefrom matter thing knowingly cause delivered mail carrier according direction thereon place directed delivered person addressed matter thing shall fined title imprisoned year violation occurs relation involving benefit authorized transported transmitted transferred disbursed paid connection presidentially declared major disaster emergency term defined section disaster relief emergency assistance act affect financial institution person shall fined imprisoned year maybe post office need brought seems well fargo folk need go big house year right maybe would sooner follow agreement made others going thru complaint form online shared idea one keep treating u like trash well demand follow letter law start acting like adult type clan thief,poor_quality,critical
fl missed deadline attachment realtor attn ally financial pay ally financial fraud negligence hello ally financial actual decision maker reply pgs bought financed ally financial paid leaving balance however received notice ally financial loan paid via dealer completed accepted ally financial honor notice ally say owe crazy negligent crook tried negotate fair offer ally month ally ali completely ignoring u zero solution staff stall neglect u wo sue ally financial getting really close fl missed deadline realtor attn ally financial pay ally financial fraud negligence hello ally financial actual decision maker reply tried negotate fair offer ally month everything stopped ally financial illegally without consent offer rate mo ally financial need match offer transfer ally loan asap option ally financial offer fair cash offer ac paid ally financial see attachment nine paynents four payment ally never recorded accountant said ally financial definitely negligent account wo sue ally financial successfully ally ali completely ignoring u zero solution staff stall neglect u realtor attn ally financial legal dept pay hello ally financial ally financial paid loan graciously accepted notarized actually loan balance loan paid attorney intend charge ally financial three distinct set violation unlawful auto loan servicing illegal debt collection violation fair credit reporting act ally financial loan processor free charge unauthorized fee change loan term ally financial done case misrepresented much owed assessed higher fee allowed contract state law changed key payment provision overcharged u ally financial increased balance combination human error poor quality control error faulty computer programming attempting day call ally financial result provide u formal pay letter suing ally financial law firm representing contingency basis ally financial open lot record file plus lot bad publicity thank paid via dealer completed x payment paid paid paid paid paid paid paid paid paid x payment paid paid paid,poor_quality,low
purchased item amazon using chase amazon credit card item prime item prime member mean item purchase defective able returned amazon covering cost shipping ordered item pair pant substandard defective attempted resolve matter merchant directly received response despite several contact attempt amazon unable prove refund paid shipping label saying item privately fulfilled thus qualify amazon prime note screenshot item showing indeed prime item called credit card company dispute charge despite waiting hold minute one ever assisted statutory deadline ineffective assistance causing run afoul would like credit card company amazon fulfill fiduciary duty hav spent much time issue fair cost pant,poor_quality,low
company name united check recovery repeatedly called asking verify however declined due multiple scam going around fake company today received documentation debt validation verification called multiple time inquire first spoke unprofessional implied action taken called number please check recording central time,poor_quality,low
fake amount money po box fl fake account number itemized bill fake bill contacted fake bill collector claimed party debt collector could give original debt collector number address completely lying,poor_quality,low
equifax allow log reason name use business verify different name business use example present themself abbreviation reason verified asked verification defective like like talking wall operator supervisor refresh question verify way og fix defective system please assist,poor_quality,low
name several account usaa one account joint account wife year old daughter daughter le account someone gained access account login information password made deposit home fake check made scribble signature day wife checked account noticed fraudulent activity hacker tried purchase two gift card bank held usaa denied two charge well smaller withdrawal called usaa notified suspicious activity account needed frozen usaa paid purchase gift card filed fraud report within week got call saying fraud spoke another supervisory rep looked said sure looked like fraud reopened claim yesterday got call saying usaa confirmed someone said authorized charge sure daughter hacker usaa trying say someone access daughter account liable fraudulent charge even stated realize look like fraudulent charge still make u pay stolen money,poor_quality,low
merchant preferred lease took money bank account without knowledge consent trying contact regarding payment made file record paid every time check mailbox bill month already paid call always get fake email address every time send email address email come back unable send real email address merchant preferred leasing affiliated,poor_quality,low
requesting validation portfolio recovery associate llc competent evidence bearing signature showing ever contractual obligation pay received fake print ftc issued opinion letter subject concludes itemized printout represent verification also add fake check letter attached complaint,poor_quality,low
called cancel order request refund phone answered placed hold minute person answer explained wanted said could help said go bottom screen left hand side screen type anydesk said supervisor would helping man come line tell type amount wanted refunded type tell oh typed many zero make refund going return money wise pay tax amount sends following information make wire transfer follows company name account aba routing bank name citi bank ny dollar amount asked transfer say personal investment also provided toll free signed receipt kept calling every day asking gone bank make transfer call tell going send gift card trouble evening received mentioned said worry would send following day never receive send another stating monies gone wrong address going return money could send correct address follows problem wire transfer called credit union told someone hacking account transferring money money market account checking account getting money received noticed return address origin id realized using fake name,poor_quality,low
requested proper legal documentation never account business yet receive anything show compliance federal state law fcra fdcpa ohio law taking assignment debt section c subsection several dubious fraudulent claim fake company past wish victim need account deleted asap,poor_quality,low
text complaint activity citibank client service cc texas citibank unit attempting commit fraud transaction added account despite overwhelming evidence take place even though employee full access citibank record bank regulation provided fake information disregarded citibank regulation explained citibank citibank added unauthorized illegal transaction regular checking account transaction authorized u illegal account deposit without overdraft protection furthermore transaction look suspicious namely cash withdrawal atm without providing atm location connected global transfer described date matching previous transfer despite overwhelming evidence transaction could take place office ignores fact sent u fake misleading data let explain detail transaction added bank record evidence bank record prof cash withdrawal atm impossible least reason first wife active banking card second regular checking account day bank security system blocked transaction third citibank daily limit triggering automatic blockade possible suddenly protective mechanism failed conclusion rather simple fake transaction never took place final evidence provided citi office employee office named confirmed u never international transfer made account see attached transcript make sure asked check twice confirmed neither international type transfer occurred since citibank record day transaction never took place real money involved asked office evidence transfer surprisingly employee sent u response including copy global transfer made u two day earlier transaction made money transferred another bank supported three document email confirm identity request transfer receipt transfer office simply ignores fact explained also asked cash withdrawal atm response dated follow record indicate withdrawal made account citibank banking card explanation citibank claim citibank card personal identification number required perform withdrawal furthermore bank explains activity appears consistent normal banking activity completely ignores fact card never activated therefore could never used possible crucial fact inactive card lack transfer lack fund inappropriate bank security totally ignored office know fabricating fake data highly illegal also politely indicated office citibank explained citibank following rule think transfer withdrawal shown periodic statement incorrect believe unauthorized transfer withdrawal taken place including made card code mean contact u soon contacting u liable unauthorized transfer withdrawal informed bank transaction card information stolen important fact active card manual say bank allowed overdraft account deposited amount also overdraft protection,poor_quality,low
scam company saying another company charge card received drug fake good police involved chase still charging transaction issue chase supporting fraud company claim number,poor_quality,low
sold counterfeit coin company operated several name advertized money taken paypal include police report form detailing dollar amount paypal first offered system could get refund refunded one shipment led wild goosechase messaging system said way could contacted never able talk real person although requested multiple time said would refused wanted ship coin back counterfeiter expense wait refund counterfeiter refused law two coin real plus value addition although contact paypal daily reported running ad police department fbi secret service still running ad operating scam,poor_quality,low
numerous attempt fraudulent information deleted credit bureau requested delete account credit bureau due inaccuracy allege civil submitting complaint generic response sent back provided absolutely factual information valid defense decision remain unchanged stated decision falsely report information result credit card fraud identity theft engaging tactic using generic response without actually providing proof investigated claim well submitting information based feel based fact law routinely denied claim account removed credit even presented copy police report document fact victim fraud identity theft even provided name person theif response feel complaint civil person involved fail examine actual law govern case prove civil feel suddenly make case civil case simply wish actually charge account due criminal activity instead openly incorrectly demanded collect money legal system work immune consequence violating fair credit billing act fact least state statute north carolina directly define situation criminal fraud well two federal statute investigating good faith would able see within minute following statute cover case victim fraud legal standing push case civil lastly making inaccurate statement attributing investigation never made stating claim person handled finance true claimed past gave person permission use card also false recently made allegation account civil matter due request pay back stolen fund also untrue never asked pay instructed payoff stolen card face criminal charge exactly occurred submitted falsified information part investigation case never gathered somehow found information report even spoken complaint spoken regarding fraudulent activity since initial filing almost two year ago validated anything reported investigation continue use misinformation use statement never made proof result investigation yet refuse take actual signed affidavit fraud offered day filed claim falsifying information relying fundamentally faulty information counter law provide proof wrong claim civil matter attaching relevant statute state federal directly contradict statement made following state north carolina statute define charge made ex credit card fraud financial transaction card theft person guilty financial transaction card theft person following take obtains withholds financial transaction card person possession custody control another without cardholder consent intent use knowledge taken obtained withheld receives financial transaction card intent use sell transfer person issuer cardholder financial transaction card fraud person guilty financial transaction card fraud intent defraud issuer person organization providing money good service anything else value another person us purpose obtaining money good service anything else value financial transaction card obtained retained received knowledge obtained retained violation financial transaction card know forged altered expired revoked obtained result fraudulent application violation c obtains money good service anything else value representing without consent cardholder holder specified card presenting financial transaction card without authorization permission cardholder representing holder card card fact issued using financial transaction card knowingly willfully exceed actual balance demand deposit account time deposit account authorized credit line amount exceeds authorized credit line amount dollar fifty percent authorized credit line whichever greater obtains control financial transaction card security debt deposit account account mean automated banking device false fictitious forged altered counterfeit check draft money order document lawful legal property receives money good service anything else value result false fictitious forged altered counterfeit check draft money order document deposited account via automated banking device knowing time receipt money good service item value document deposited false fictitious forged altered counterfeit deposited item lawful legal property forgery financial transaction card person guilty financial transaction card forgery intent defraud purported issuer person organization providing money good service anything else value person falsely encodes duplicate alters existing encoded information financial transaction card utters financial transaction card criminal receipt good service fraudulently obtained person guilty criminally receiving good service fraudulently obtained receives money good service anything else value obtained violation knowledge belief obtained violation conviction criminal receipt good service fraudulently obtained punishable provided value money good service anything else value obtained violation section exceed dollar period conviction criminal receipt good service fraudulently obtained punishable provided b value exceeds dollar period punishment penalty b crime punishable article punishable class felony s ex c federal statute also confirm action criminal fraud follows code unannotated title commerce trade fraudulent use credit card penalty use attempt conspiracy use card transaction affecting interstate foreign commerce whoever knowingly transaction affecting interstate foreign commerce us attempt conspires use counterfeit fictitious altered forged lost stolen fraudulently obtained credit card obtain money good service anything else value within period value aggregating receipt concealment good obtained use card whoever knowingly receives conceals us transport money good service anything else value except ticket interstate foreign transportation within period value aggregating moved part constitutes interstate foreign commerce obtained counterfeit fictitious altered forged lost stolen fraudulently obtained credit card f furnishing money use card whoever transaction affecting interstate foreign commerce furnishes money property service anything else value within period value aggregating use counterfeit fictitious altered forged lost stolen fraudulently obtained credit card knowing counterfeit fictitious altered forged lost stolen fraudulently obtained shall fined imprisoned ten year charge made someone without knowledge without permission criminal felony charge taken account covered legal definition fraudulent activity must deleted guarantee zero fraud guarantee protection attempt call civil direct violation right federal protection fair credit billing act well north carolina general statute,poor_quality,low
ca committed fraud company created fake loan number hired wa phone fax wa attempt collect placed name wife name fake loan never signed loan document approximately received notice demand intent foreclose right cure demanding letter attorney mailed disputing debt informing never applied loan requesting validate debt approximately received recently fabricated loan application name lender application missing signature application heloc signed copy application received application submitted second letter attorney drafted mailed informing collection attempt fraudulent demanding second time validate debt failed validate debt apparently disengaged business due fraud received letter either demanding money letter drafted attorney mailed via certified mail informing heloc loan paid full attorney requested release lien stop collection effort holding deed trust failed release heloc paid captured deed trust fraudulently demanding money refused accepted letter attorney proof payoff second notice attempt deliver generated post office hired aldridge pite llp california phone received debt validation notice letter aldridge pite llc amount loan number listed failed release deed trust continues fraudulent activity attempting collect money,poor_quality,low
credit information reported accurate date debt collection correct amount debt correct debt incorrectly billed without knowledge authorization service delivered defective billing error billed insurance subsequently billed insurer subsequently paid insurer,poor_quality,low
sort fake debt collector law firm called family member harasser claim go jail us abusive language phone,poor_quality,low
equifax massive data breach information exposed dark web multiple information purchased compromised getting threatening phone call fake bill spend money freeze data broker send letter mail letter certified letter security freeze equifax refuse pay bill sent want held referring equifax settlement told receive year thinking spent way cost send document equifax class action responded security freeze report much much victim freeze every consumer data broker like sixty certified letter paid security freeze hired attorney xcetera want equifax pay bill received mail equifax reuses respond understand nothing nobody nothing product make,poor_quality,low
credit reported mixed payment balance loan reported wrong well want corrected updated credit reporting filed compliant regard loan balance apply principal loan loan balance loan balance today please stop reporting false reporting credit want corrected deal said pay even deal fake still made payment went ahead reported false report credit please get false bank scam want involve want report payment said payment made id false claim paid alone,poor_quality,low
opened account bank america husband got back dated unemployment check oregon came many separate check husband deposited check amount opened account deposited check amount right deposited check bank put hold account made account look like overdrawn said account course called next day freaking looked like overdrawn assured account hold got transferred many different department remember help one could tell anything hold waited hour called back transfer transfer got one lady told would take hold account following monday made several transaction account promptly account put hold called next day got run around told account put hold original reason many deposit made opening account would wait hour called get take hold told take day hold come wait im tired disputing problem bank america feel though one help kind bank fraud ive account two week touch money mention account hold twice reason assured friday account hold could use monday come around back hold soon try make transaction hold account finally came thought everything resolved get email bank america saying online banking longer available upon request try log course go bank day get problem fixed told bank closed account cant help u call dept call department day tell u account closed something check state oregon deposited one check deemed counterfeit tell send check money account receive could take till end account fully closed thing deposited account something unemployment check cant believe state oregon would issuing counterfeit check believe bank trying make difficult way possible u receive money retaliating u making complaint would like make complaint bank wasting time give vague answer help problem holding money im hoping get kind help action thank,poor_quality,low
scammer hack account information deposited fake check wired self money bank trying tell pay fraud department take care issue usaa,poor_quality,low
close fresh start checking overdraft privilege due fact covid fraud someone filed fake claim unemployment husband name email dark web password exposed notified bank west problem husband opened regular account time last time approved literally opening problem holding deposit charging overdraft fee item cleared clearly negative time clearing started called refunded two overdraft fee since charged numerous time held automatic deposit charged overdraft money present account called branch call center even hung,poor_quality,low
might concern bought three item best buy two item defective best buy fail send new item item cost usd decide sent item back talking best buy get label fail resolve problem best buy want take responsibility ship item back also month finance brake charging fee every month reason everyone buy best buy extremely careful,poor_quality,low
went thru drivethru trade money washed torn washer take washing money since covid first time torn told money counterfeit wasnt getting money back say got atm two come atm branch location spend one use pen gave change pnc took irrate hostile called police need record much money took told said would mail paper wanted something branch manager said another right still see line everything failed believe fail kept hollering saying fake told take let check afterwards said real police got report never told anything process work called customer service file complaint see long going happen far getting money back email call left several messeges phone email response situation could went way wrong cause police said would left would press charge theft deception manager kept trying get leave still withdraw money didnt even give receipt asked closed account cause never life even went nothing like teller branch manager need go customer service training better could another irateness police handled good matter,poor_quality,low
husband sent woman claimed kitten sale entire webpage claim breeder plus year marvelous kitten reached via email ask kitten prompt knowledgeable response ultimately receiving picture question answered feeling comfortable decided purchase kitten shipped u told use zelle payment method never heard however bank zelle option app seemed legit transaction made next day received another email stating arrangement made pet carrier would contact delivery received email someone claiming stating kitten getting ready fly arkansas proceeded needed purchase air conditioned pet crate option buy one given email crate upwards email stated delivery money would refunded sounded incredibly weird told lady wasnt comfortable wasnt disclosed beforehand already paid pay shipping told carrier decision nothing could told please refund money wasnt comfortable going never responded sent several email yet respond obviously husband dealing scammer filed complaint thats zelle said werent responsible bank got back u told u pretty much nothing could payment made zelle money transfer service back absolutely ridiculous got scammed want money back nobody responsible research thousand people complaining thing come zelle claim arent responsible many people come forward tell scammed zelle bank turning blind eye lawsuit filed upset every single email correspondence zelle transaction everything bank zelle even want proof even picture fake website created many others want money back husband kid isnt right need know next step im letting go chump change someone something,poor_quality,high
credit card balance reported credit creports filed dispute unatherized use credit reporting item removed reported back credit report disputed removed reported time negitive equifax continue report neg item belonging contacted crediter response stated dispute said item state law dispute time equifax locked account information rght view dispute information correct family life street due fake info report turned job lack home due big required law inposted make job equifax breech info provided info lost,poor_quality,low
anything credit report company southwest credit system call every single day never leave message block number call back another number looked online hundred people many said fake debt,poor_quality,low
duplicate told cfpb representative make sure put sentence top headline made phone call cfpb month phone well fargo bank note cfpb complaint well fargo refused give record account opened closed bank since inception well fargo lied cfpb numerous occasion last answer complaint well fargo wf promised reach cfpb never wf answer submitted false link file unopenable unopenable cfpb made numerous phone call identifying direct refusal misdirection resolve wf closed account several fraudulent transaction included fake sham account banker opened closed recognized large charge thousand dollar complained see charge wf closed account offered remedy repayment caused irreparable financial harm last complaint asked wf remedy harmful action sent account information statement well fargo provided false link unopenable cfpb wf gone way cover fraud caused ten thousand dollar due fraud refused provide account legally required lied regulator criminal act dealing issue year cost money hundred hour time action deplorable certainly living promise past ceo lied several government committee including senate committee banking housing urban affair honored agreement penalty cfpb promise remediation look forward positive change regulating body cfpb enact based upon continued fraud exposed dating back decade please also consider several lawsuit recently filed series issue seeking remedy fraud year proper resolve thank,poor_quality,high
sunday received text message phone stating sent payment person name know logged paypal account saw money transferred saw money received account also paid amount person hacked account changed chase credit card debit card transfer money know money sent back legitimate fake money reported fraudulent activity unauthorized transaction paypal opened case paypal keep stating fraud committed account unauthorized fact two strange credit card also added account paypal refuse help serious fraud appears inside job reason filing complaint agency help matter also filed complaint bank perform investigation paypal longer help denies close case instead reporting fraud law enforcement thorough investigation paypal able see fraud unauthorized transaction account mean either person committing fraud excellent hacker employee paypal mean inside job requested copy document paypal used determining final outcome investigation received anything stressing really need government step get bottom fraud paypal case id paypal email paypal inc attn unauthorized account access appeal,poor_quality,low
opened dispute experian collection department veteran affair changed past due month collection also added collection account closed collection fake theyre wrong removed immediately dont know lied made collection account closed year dispute info report generatedjun,poor_quality,critical
dispute capitol one credit card bank account added onto account payment done without consent knowledge added added fund making large payment account using fake bank account credit card company allowed bank added account even though bank wasnt name without first verifying account active truly bank even fund available cleared payment declaring available posted account hacker withdrew fund fund cleared without credit card company verifying fund available allowing hacker withdraw fund name even bogus bank account accept clear bank account especially since name address anything account ever associated account would credit company posted payment made account without first verifying fund available made mistake mistake allowing hacker take advantage vulnerability fault credit card company ca express enough bank account allowed added payment method mine name would allow bank account used account holder name measure require order verify bank clearly never contacted kept clearing posting every payment hacker made without ever actually getting called fund hacker phony account ever contact verify large payment made one right allowed fund withdrawn immediately cleared done within month one suspected fraud insane want charge help please anyone easily seen account victimized,poor_quality,critical
credit card balance reported credit creports filed dispute unatherized use credit reporting item removed reported back credit report disputed removed reported time negitive transunion continue report neg item belonging contacted crediter response stated dispute said item state law dispute time locked account information rght view dispute information correct family life street due fake info report turned job lack home due big required law inposted make job breech info provided info lost,poor_quality,low
may concern seriously need help bank well fargo forcing pay merchant doesnt even creditor yet place bought phone seller like mer child understand say see bought phone seller called cancelled got money still got phone still got payment seller send letter bank well fargo saying get payment forcing place company exsit permently closed think pay back merchant would credit go company street address fake scam internet look matter wether got item bank say merchant want back money force bank sound right give money back place permantly shut real location creditor place absurd bank wont believe tell payed keep conforming system tell insane calling searching internet every possible way find information say permantly shut street address came yes remember street address came opened tell really gon na make pay place scam creditor corproate fraud proof bank negative tell bank refuse pay place creditor matter weither got item got back money bank matter merchant trying get money already paid say bank sending trying resolve useless information please help need resolve next ssi check bank take right give fraud really gon na allow running time resolve please begging help tell well fargo claim department playing back fraud place investing tx fake address say right exactly match need help please isnt much time bank recive next ssi check need whole amount let fraud steal money let bank force return money fraud injustice let seller get away money even company yet legal trying shut selling ca law logical allow go sir madam,poor_quality,low
made purchase item webpage called allowed use paypal item found website fake tried communicate email time never got answer back submitted claim paypal denied saying billing dispute opened investigation gave credit account amount paid computer never got next day paypal also sent money back im assuming inquired complaint week called back ask take back credit gave received money back paypal im getting email phone call paypal telling deficit account froze account receive payment called told someone canceled complaint thats returned paypals refund spoke bank yesterday researched entire process said done nothing wrong owe paypal anything received money back tried numerous time talk paypal limatatons department put hold never come back honestly know,poor_quality,low
dear writing dispute following information appears consumer report account number information identify account source dispute information national credit adjuster per type disputed information category disputed information public record information unknown credit account date associated item disputed letter date explanation item disputed received notification response fraud complaint response company falsely listing debt credit report remiss letter person named addressed name duplicity attempted codify identity fraudulent debt claim conjuring false identity would appear credit report platform public reference creating false identity directly effect lively hood subject regulatory security check per employer false name appears give false impression fake identity cause lose consideration contract raise investment etc received notification response fraud complaint response company falsely listing debt credit report remiss letter state person named addressed name duplicity attempted codify identity fraudulent debt claim notified national credit adjuster letter dated response national credit adjuster choose use third variation fraudulent name making false claim complaint indicated name false slanderous attack person copy file sent nca none indicate identity created national credit adjuster attempting end round legal system ethical consumer policy passively aggressively response dated national credit adjuster condescending method possible smiling lettered response attempt arrogantly provide unsolicited legal advice telling file police report falsely assuming already police report file fact report file credit bureau along fraud alert attempted collect false fraudulent debit national credit adjuster remiss fullhearted using tactic knew unethical criminal though appreciate unsolicited legal advice someone qualified barred missouri focus conduct well conduct staff nca hundred complaint many lawsuit behaviour account originated reviewing several source individual investigation type fraudulent act fbi information allowed placed report verifiable proof nca attempted collect debt fraudulent well falsify fraudulent identity legitimize fraudulent debt question third cease desist letter national credit adjuster response shown consistent intent collect debt know fraudulent purposely slandering character retaliate pressure extort paying monies owed making false public claim well false claim government agency credit bureau resolution remove item exponentially thank assistance sincerely,poor_quality,high
first wife currently surviving stage since treatment intense caused issue kid still learning cope play event financially strapped working make end meet lost everything wife trying help responded ad would pay x amount dollar wrap personal vehicle advertising something could received check ohio thought maybe advertising company lawyer maybe supposed go getting car wrapped first payment deposited check believe check deposited bank america account wife called several day row customer service rep continued saying still processing etc wife even alerted starting feel right check approached wife explained situation first thing thought scam called bank america instead helping told lucky pressing charge counterfeit check mind made allowed explain offer assist occurred really really rude short answer reporting tried fraudulently cash check way open bank account building credit debt trying recover almost losing wife raising teenage kid never get mortgage without bank account bank america power stand head prevent moving forward life family unacceptable almost year great bank left sadly denied account month credit score gone almost point putting forth effort know wife made mistake let u go understand preventing moving forward life feel trapped stuck help sight want home already lost everything let eat back asking handout want able open bank account,poor_quality,high
bought home shellpoint mortgage servicing live home second home plan retire signed year mortgage paid per month mortgage coming mortgage ended never contacted told signed year mortgage year mortgage sent document odd block letter look fake say signed year mortgage concerned believe fake document saying owe another year mortgage believe true said continued pay fear losing house last year tenant home paying rent went process north carolina get tenant therefore fell behind mortgage get caught back received paperwork get caught sent mortgage payment back wo accept payment say send full payment accept payment threatening take action take home also telling declare bankruptcy,poor_quality,low
lied every aspect business history proposed service ghosted every attempt contact refused provide service correction proposed service whatsoever ghosted every time called filed dispute initial deposit charged card reserve truck sf weekend discussed move truck neither owned ever owned according fact dd showed new business recently registered initial contact previous business name nothing upcharge complaint little legitimate asked u bank whether need worry dispute chargeback said whatsoever knowing needed contract another moving service postpone move month called confirm could reconfirmed efficacy dispute chargeback time extended rent little contracted relocubes moving service place last week u bank sent letter say reversing dispute chargeback vague reason included estimate provided created initial deposit made includes language term never agreed confirmed signed fact even copy invalid term performed single task service listed service level dealing detailed another attachment letter truly feel temporary entity created funnel customer acquisition partner firm engaged rogue moving scam every real created fake review business even registered business review since confirmed u bank action make little sense inconsistent messaging reversal cost additional decision walk away stay additional month factored original u bank decision risk taken happy decision paying add l rent overlap avoid brush criminal organization u bank decision reverse dispute cost deposit received nothing except headache stress also cost overlap cost primary factor deciding first place,poor_quality,low
