texte,categorie,priorite
achat de marchandise en boîte ouverte marchandise bestbuy étiquetée comprend tout sauf le manuel arrivé à la maison matériel de montage manquant tentative de retour marchandise informé retour article fonctionnel pièce manquante pièce manquante installation nécessaire bien que retourné magasin plusieurs articles de la boîte ouverte suggérés tirer l'article manquant un autre un réétiqueter un article manquant dit pourrait rapporter un appareil non fonctionnel semblait dire rentrer à la maison pause le retour de l'article semblait malhonnête voulait matériel de montage déposé litige activité de la banque citi deux mois appelé se plaindre dans la semaine dit litige fermé ferait référence à la politique du magasin retour de la marchandise fournie le reçu ne montrait clairement rien manuel manquant,article_manquant,moyenne
rapport de crédit inexact liste mise à jour élément manquant rapport de crédit besoin rapport de crédit refléter les informations besoin d'enquête supprimé,article_manquant,moyenne
achat effectué date séparée reçu expédition partielle une commande commande article manquant même note disant qu'un article serait remboursé contacté le vendeur a reçu l'article partiel deuxième commande depuis avoir contacté le vendeur le moins mensuellement article manquant le vendeur a continué à dire prendre soin au courant venir message dire contacter l'assistant instruit assistant dire gérer la commande rappeler au propriétaire un autre mois aller rien atteindre l'assistant dire déjà rappelé au propriétaire le propriétaire a dit conscient prendre soin le jour aller recevoir la réponse tôt message assistance du propriétaire exprimer préoccupation article manquant depuis longtemps le propriétaire devient défensif dire voie manqué beaucoup d'articles même signe refuser regarder en arrière conversation aider image claire tête parlant enfin dire regarder donner quelques jours semaine aller réponse message mise à jour fichier de réponse litige société de carte de crédit découvrir carte valider litige inutile deux litige article manquant envoyer sac moyen envoyé marchandise payée venir toujours heureux découvrir échoué garder la date statut appel hebdomadaire dit charge valide appelé agent envoyé superviseur de cas re,article_manquant,moyenne
une personne âgée âgée souffre du droit de souffrir un individu qualifié de classe protégée citoyen américain qualifier une pénalité améliorée souhaite poursuivre le service hypothécaire phh dans toute la mesure de la loi de l'État fédéral concernant la violation applicable cas instantané agence aide veuillez vous référer au relevé hypothécaire reçu montrant le paiement mensuel régulier solde principal impayé en fonction du calendrier d'amortissement le prêt imprimé serait payé facilement le paiement mensuel revenu choqué paiement mensuel régulier modifié sans autorisation jamais signé changement de document dernière correspondance reçue demande d'article manquant aide hypothécaire solde impayé déclaration plus élevée montrer le principe jamais convenu ne serait jamais d'accord inadapté client âgé année prêt restant mois de retour chargé agent de crédit pst mettre les arriérés à la fin de l'hypothèque actuelle un an de salaire serait une amende année vouloir une accusation criminelle renforcée déposée agent de biche phh service hypothécaire crime assisté bien phh hypothèque fraude hypothécaire,article_manquant,critique
portefeuille recouvrement de créances recouvrement de créances harcèlement débiteur carte de crédit émise divorcé homme personne âgée vivant sécurité sociale temps difficile à payer minimiser les complications plusieurs semaines passées six semaines de retour à la maison appartement saccagé carte de sécurité sociale passeport permis de conduire parmi les articles compte manquant ouvert marchandise achetée se souvenir de l'ouverture du compte informé la collecte de comptes a commencé à recevoir plusieurs appels automatisés jour téléphone portable numéro de téléphone différent répondu appel téléphone portable immédiatement l'appel se terminerait à moins que le numéro ne corresponde au contact téléphone portable numéro bloqué résultat harcèlement continu appel manqué important fournisseur informer reçu paiement mois dans la semaine fournisseur annulé couverture médicament attendrait couverture d'inscription ouverte,article_manquant,critique
rapport de crédit inexact liste mise à jour élément manquant rapport de crédit besoin rapport de crédit refléter les informations besoin d'enquête supprimé,article_manquant,moyenne
rapport de crédit inexact liste mise à jour élément manquant rapport de crédit besoin rapport de crédit refléter les informations besoin d'enquête supprimé,article_manquant,moyenne
recouvrement de dettes harcèlement débiteur carte de crédit émise Comenity Bank Victoria Secret divorcé vie sécurité sociale temps difficile à payer ordonnance minimiser complication complication plusieurs semaines passées six semaines retour à la maison appartement saccagé carte de sécurité sociale passeport permis de conduire parmi les articles manquant compte Victoria Secret ouvert marchandise achetée se souvenir de l'ouverture du compte Comenity banque informée la collecte de compte a commencé recevoir plusieurs appels automatisés jour téléphone portable numéro de téléphone différent répondu appel téléphone portable immédiatement l'appel se terminerait à moins que le numéro corresponde contact téléphone portable numéro bloqué résultat harcèlement continu manqué appel important fournisseur informer reçu paiement mois dans la semaine fournisseur annulé couverture serait attendre la couverture des inscriptions ouvertes,article_manquant,critique
Paypal clôture litige marchand faveur malgré la réponse marchand paypal preuve fournie le produit marchand n'a pas été envoyé je l'ai promis remboursement bot contrôle paypals processus de litige attaché cas d'échange fermé numéro d'identification du cas résultat cas faveur détail du litige raison de l'article décrit statut du cas fermé résolution du cas décidé vendeur faveur informations du vendeur montant de la transaction usd identifiant de la transaction adresse d'expédition nj états-unis identifiant de la facture date signalée note payée quatre paquets plage sable âge emballage varier supposé recevoir paquet j'ai reçu quatre paquet unique fichier informations supplémentaires article problème pièce manquante remboursement demandé usd description de l'article http date de réponse note ajoutée référence réponse email salut bonne journée merci contactant nom grand honneur demande d'assistance veuillez accepter les excuses les plus sincères certainement niveau de service de livraison voudrais fournir une assistance à la commande du client correctement autoriser l'offre de remboursement article manquant permettre veuillez expliquer le processus de remboursement article x unité remboursement de l'article revenir en arrière formulaire original mode de paiement avec,article_manquant,moyenne
charge contestée il y a dit recevoir l'article encore hier reçu appel message dur comprendre l'homme accent lourd disant quelque chose contesté répondre heure entendre numéro de téléphone aujourd'hui compte vérifié acheter pouvoir transaction refacturé recevoir l'article payer le capital une taille unique simplement refacturé compte faux s'il vous plaît inverser depuis la pandémie personnes zone rapport article manquant commande peut-être le voleur obtenir l'article payer aussi opportunité répondre à l'appel car pourrait faire l'accent dû manque de clarté,article_manquant,moyenne
fait litige deux achat banque alliée deux article numéro de litige article dit dit à la banque alliée deux article défectueux signalé achat non autorisé à la place défectueux avis reçu disant que l'achat autorisé initialement signalé fournirait problème de crédit documentation demandée utilisé prendre une décision litige droit reçu deuxième fois demande de document mois depuis la première fois demandé dit à la banque alliée aujourd'hui pris note envoyer le document correspondance de chat bancaire allié date horodatée sûr utile capture d'écran conversation serait,mauvaise_qualite,faible
entreprise contactée prêt en ligne dit aller dépôt prêt argent compte chèque banque synovus jamais matériel publié en ligne fraude post jamais donner des informations compte chèque quelqu'un mettrait-il à jour l'activité bancaire banque prêt en ligne société entreprise en ligne offre de prêt escroquerie entreprise banque réglementation police étendre société consommateur mis en évidence avertissement type les gens savent tenir responsable réel faux savoir dépendre directeur de banque employé savoir utilisé chaque entreprise fraude chèque répertorié livre chaque entreprise a émis numéro de chèque appel chèque émis peut-être covid virus savoir nécessaire prêt argent déplacer médecin facture voiture pensée compte légitime banque négative a donné de l'argent dit réel demander plusieurs fois mettre de l'argent retour de la carte retour de l'entreprise prêt dit crédit mauvais établir le crédit pourrait rendre de l'argent rythme rapide ordre aller prochain montant du prêt fin pourrait obtenir le montant vouloir prêt ressembler à une arnaque banque synovus contrôle bancaire connaissance bon chèque sans provision prendre le risque banque dépendante dire la vérité s'il vous plaît essayez d'aider chaque banque soit arnaqué fait identité volée,mauvaise_qualite,faible
question cash app naturellement pensé service client numéro trouvé associé nom de l'application cash logo appelé numéro numéro toujours disponible en ligne appelé dit journal nécessaire téléphone Android téléchargé téléphone connecté a obtenu l'accès cash app dit besoin de mettre le numéro de code problème correct mettre envoyé tag id mettre le montant tag id un autre montant également interrogé à plusieurs reprises assuré l'argent reviendrait code transaction terminée accroché rappelé allé téléphone essayer d'annuler la transaction volé dollar facture en difficulté devenir fou fausse entreprise utiliser une autre entreprise grosses applications d'argent nom logo voler les gens argent pris internet,mauvaise_qualite,faible
envoyé un e-mail ordinaire e-mail de l'école escroc en gros dit au professeur enseignant étudiant handicapé à l'étranger besoin d'un assistant rentré à la maison le salaire semblait sympa offre acceptée envoyé faux chèque déposé banque aider à payer le dépôt de garantie chèque déposé envoyé deux paiement cashapp envoyé deux paiement tout semblait normal aujourd'hui banque négative appelée banque aujourd'hui dit depuis le chèque déjà déposé a donné de l'argent moyen pourrait récupérer de l'argent dit à la police du complexe,mauvaise_qualite,faible
argent emprunté entreprise plusieurs fois toujours rembourser emprunté comprendre la nature prêt risqué temps désespéré appelé en raison de la crise fermeture de l'entreprise gouvernement local fédéral a écrit appelé société expliquée situation racontée en raison de la crise peu de revenus à venir envoyé lettre de révocation même mettre stop payer la banque envoyé par e-mail en espèces peu importe l'entraînement demandé option de remboursement différente impliquer la rédaction d'un compte qui ne répond même pas créé un faux chèque obtenir un compte d'argent pourrait ach arrêter le compte de paiement presque un trou a touché le compte deux semaines plus les frais de découvert chèque de paie presque un mois en difficulté pour nourrir la famille,mauvaise_qualite,faible
payé de l'argent de l'entreprise sans le savoir annulé immédiatement l'application en espèces a été remboursée dont l'argent n'a pas été débité par carte de débit,mauvaise_qualite,critique
escroc pirater les informations de compte déposées faux chèque filaire auto argent banque essayer dire payer département de fraude prendre soin problème usaa,mauvaise_qualite,faible
entreprise de déménagement n'a jamais fourni de service déménagement toujours facturé litige frais poursuite banque annulée aujourd'hui remarqué réclamation inversée sur faux documents entreprise de déménagement disant faussement service terminé entreprise de déménagement n'a jamais fourni le service requis déménagement appelé déménagement a cessé de répondre remboursement montant total entreprise n'a jamais fourni le service requis contrat déménagement dépôt payé anticipé appelé au moins dix fois trois semaines réponse e-mail téléphone forcé annuler déménagement embaucher une autre équipe de déménagement atteinte a demandé un remboursement complet service client général e-mail directeur des ventes a cessé de répondre à l'appel e-mail en mesure d'autoliquidation envoyé paperasse Chase Bank disant que le service est rempli toujours facturé réclamation inversée aujourd'hui suite à la réception de faux documents,mauvaise_qualite,faible
passé commande internet transmission camion floride coût demandé paiement intégral mettre le solde restant capital on a dit prendrait une semaine recevoir promis téléphoné de nombreuses fois trouver le délai donné nouvelle date d'arrivée camion installé professionnellement pourrait conduire transmission en avant téléphoné se plaindre dit réparerait le salaire nécessaire garantie également nécessaire envoyer le camion de base de transmission refusé instruit fidélisation de la clientèle spécialiste navire transmission retour envoyé en indiquant la raison retour fourni informations d'expédition expédié en arrière copie facture connaissement confirmé téléphone reçu commission du camion sept semaines magasin de transmission reconstruire transmission payé contacté capital un expliqué retourné défectueux transmission crédité compte cependant soixante jours capital un a remis la facture facture dit contact à plusieurs reprises dit problème capital un a volé d'avant en arrière sans résultat contacté réclamation récupérer le capital un refuser le compte de crédit,mauvaise_qualite,faible
westlake finical repo voiture deux fois lieu de repo voiture en désordre chose volée la compagnie automobile n'aidera pas à dire le problème demander le numéro signaler les dommages donner un faux numéro je suis vraiment nourri je veux voir le rapport aider les dommages causés,mauvaise_qualite,faible
fermer nouveau départ vérifier le privilège de découvert en raison covid fraude quelqu'un a déposé une fausse demande de chômage nom du mari email web sombre mot de passe exposé notifié banque ouest problème le mari a ouvert un compte régulier la dernière fois approuvé littéralement problème d'ouverture retenue de dépôt facturant des frais de découvert article effacé clairement un temps négatif la compensation a commencé appelé remboursé deux frais de découvert depuis facturé de nombreuses fois détenu dépôt automatique facturé découvert argent compte actuel appelé succursale centre d'appels même suspendu,mauvaise_qualite,faible
attention protection des consommateurs signifie fraude s'enquiert bureau experian refuser supprimer la demande supprimée immédiatement ne signifierait jamais ne jamais appliquer de crédit ici automatiquement saurait devenir une entreprise à moins que le score de crédit soit plus élevé ok sachez que jamais appliqué société de crédit tout le monde sait s'il vous plaît supprimer ceci est gentil garder les gens furieux permettre genre continuez à travailler dur des gens innocents essayant vraiment très très dur obtenir la vie redresserpas une seule fois genre conception fradulente partie triste agence travail protéger vous consommateur emploi crédit acceptation vous plaisantez ne fréquenterait jamais les gens jamais les gens financent voiture jamais beaucoup de voiture priod s'il vous plaît supprimer voir temps beaucoup prêt voiture n'ont jamais besoin d'être appliqué voir finance société financière appliquée obtenir un rapport faire fonctionner les gens arnaque bureau de crédit obtenir un rapport signifie ruiner les gens qui mentent la société d'enquête doit être payée voler le numéro de sécurité sociale faire une liste placer des rapports de créditest un créancier frauduleux se faire payer une liste de fausses informations mentant un rapport de consommateur innocent n'est même jamais venu appliquer un bus de crédit,mauvaise_qualite,critique
mettre un litige visa carte de poursuite recevoir un service payé carte de crédit dit autorisé marchand payé sans fournir de service marchand fourni faux e-mail une autre personne famille autorisée à utiliser la carte indiquant plus longtemps voulu litige frais ne voulait pas litige frais contacterait la banque commerçant techniquement carte de crédit autorisée quelqu'un compte annuler litige bien qu'une maison demandée voir la déclaration de preuve ignorer la demande a écrit Chase bureau exécutif département des litiges plusieurs occasions réponse demandée voir document réclamation terminée litige plainte un accès dire concernant le compte sauf les personnes compte fourni déclaration signée réclamation de la personne dit au commerçant ne voulait pas poursuivre le litige indiquant la direction de la chose annuler le litige mettre venir le titulaire de la carte le commerçant contacté demander le document vrai légitimement litige département commerçant illégal mois continuer à envoyer chose deuxième troisième demande réponse svp aide reçu service facturé preuve suffisante,mauvaise_qualite,faible
erreur survenue victime cherchant actuellement à s'inscrire à l'université refusé d'obtenir un prêt erreur dossier de crédit contacté entreprise envoyée preuve montrer l'adresse pobox fausse signature électronique compte toujours supprimé dossier de crédit,mauvaise_qualite,faible
takena regarder rapport inconnu société nommée harris harris perplexe situé rapport de crédit numéro de téléphone numéro de compte adresse correspondance appelé demandé inconnu dette a donné le nom du système d'information adresse de téléphone rien demandé homme rapport de crédit réponse excusé demandé appel bureau de crédit être supprimé sgould permettre étrange entreprise mettre la dette sur mon rapport procédure régulière jamais reçu lettre accusant n'a jamais eu de réfutation de jour c'est illégal avocat connaître procédure régulière acheter frauduleux fausse dette chiffre procédure régulière ne s'applique pas essayer d'être payé obtenu des nouvelles veulent protection loi alloue consentement vouloir résolu dès que possible chercher remède mis en place protégez votre prédateur comme Harris Harris des facilitateurs comme une violation de la loi sur la vie privée fcra fdcpa n'a jamais signé le formulaire de libération hipaa fête voir dossier médical fraude inexacte faux appelé dette blessant la famille pandémie envoyer contrat signé rapport de contrat commercial consentant dans la journée par fcra,mauvaise_qualite,critique
à plusieurs reprises service de prêt de Lakeview menti collègue respect vous fournissant le document nécessaire fermer la transaction appel de l'emprunteur autoriser votre compte temps temps fourni fausse promesse même si suivre les instructions données faux numéro de téléphone fichier d'appel le gestionnaire de plainte a refusé de parler même si j'ai attendu l'heure d'attente continuer à indiquer le fichier d'autorisation même si envoyé plusieurs fois par semaine confirmation retour connaître la demande reçue le temps vous permettant de remplir la transaction finale nuisant à l'entreprise,mauvaise_qualite,faible
choix précédent système applicable arrivé bureau parlé aujourd'hui fourni un excellent service information cas implique vol compte courant personnel incompétence deux banque trois transaction compte courant personnel fait personne utilisant un chèque contrefait frauduleux banque Amérique chèque déposé chèque contrefait chèque légitime posté essentiellement chèque n'a jamais existé chéquier chèque le plus élevé criminel numéro de chèque modifié tout le reste chèque identique chèque original sauf numéro de chèque modifié tentative présent nouveau chèque indépendant chèque effectivement faux chèque banque Amérique chèque déposé chèque contrefait chèque légitime identique posté numéro de chèque changé personne encaissant le dépôt du chèque posté fraude réalisée détection d'interruption chèque bancaire de la banque américaine Chèque total affiché volé,mauvaise_qualite,faible
a pris connaissance du prêt cashnet usa contracté en utilisant des informations personnelles victime d'usurpation d'identité traitant actuellement de plusieurs événements différents a tenté de résoudre le compte frauduleux directement cashnet usa a parlé à plusieurs reprises téléphone email depuis la semaine dernière compte déterminé légitime déclaré devoir dettes indépendamment parlé concernant le compte prêt sur salaire déposé compte lié confirmé déposé rapport de police concernant bien demande de prêt sur salaire utilisé faux numéro de téléphone adresse e-mail bien faux employeur preuves suffisantes confirmant l'ouverture du compte responsable souhaite cashnet usa cesser la collecte par courrier de confirmation fermer le compte frauduleux,mauvaise_qualite,faible
eh bien fargo banque permettant une atténuation extérieure demandée plusieurs fois remboursement même proche montant devons règlement clair signé mécontent remboursement partie programme rien ruid franc jour a commencé mentir il y a un an banque mieux aujourd'hui jour volé camion déposé plainte obtenir lettre besoin de temps lettre banque droite inutile vraiment occ lift cap valeur max mille personnes fou cpi faux compte fraude hypothécaire changement de paperasse prêt papier mentir tour actuel arnaque mois les gens l'amérique n'a pas besoin bien fargo te causant des maux de tête temps cause aller affaires,mauvaise_qualite,faible
cabinet d'avocats réclamation devoir dette complexe d'appartements mais rayon refusé fournir l'adresse originale du créancier numéro de téléphone vérifier les informations de la réclamation appel du créancier original dire appeler brett borland la bureau rond rond croire fraude fausse dette,mauvaise_qualite,faible
arnaque appel téléphonique ordre de recouvrement fausse dette carte mentionnée fermée il y a longtemps nom de jeune fille précédent mentionné nom changé encore carte menacée intenter une action en justice tentative de recouvrement de l'argent doit une carte de crédit existe plus arrivé arrivé travail ignoré question posée rappelé homme répondu en utilisant le prénom entreprise dette réelle arnaque,mauvaise_qualite,faible
la transaction apparaît fausse entreprise mois appelé payé crédit paypal total savoir soi-disant personne recevant de l'argent société détenant le produit recevoir le paiement effectué société libération du produit à la place a continué à exiger de l'argent déposé litige paypal cependant refusé réclamation transaction autorisée vrai réaliser que le produit aurait reçu récemment demandé décision d'appel avance rapide tôt société frais réduits toujours demandé requis envoyé via l'adresse e-mail un autre produit de la société participant recevrait de l'argent solde de trésorerie paypal bien que sceptique envoyer de l'argent la société demandant une autre confirme l'arnaque du produit envoyé par e-mail demander l'argent retourné compte paypal cependant s'attendre à ce qu'il se produise plainte pour arnaque du participant cependant crédit paypal un refusé litige trouvé faveur société,mauvaise_qualite,faible
portefeuille de récupération associé llc reçu fausse lettre de dette portefeuille de récupération associé présent rapport de crédit lettre de recouvrement de dette lettre d'état objectif informatif tentative de collecte de dette communication collecteur de dettes tentative de recouvrement de dette portefeuille de récupération associé ajouter déclaration licence collecter des dettes michigan laisse voir lettre tapée dette acheté lettre de garde en chaîne portefeuille récupération associé dactylographie fausse lettre envoi senior argent gratuit arnaque nom machine à écrire portefeuille numéro de téléphone machine à écrire code créancier lettre chose mot vendeur portefeuille lettre état carte de crédit compte solde acquis portefeuille récupération associé llc portefeuille récupération associé état compte vendu portefeuille récupération associé grande différence vendu acquis portefeuille récupération associé rapport de crédit compte collection diminuer le crédit score utiliser le temps du rapport de crédit portefeuille de récupération associé doit envoyer faussement une lettre par courrier argent gratuit va collecter un jour supprimer le rapport de crédit lettre envoyée autorité appropriée audition autor,mauvaise_qualite,faible
"acheté un article à prix élevé en utilisant Klarna le prêteur a reçu ledit article décrit a été victime d'une arnaque quelqu'un en ligne a changé de nom et d'adresse en espérant qu'il perdrait le colis de l'argent en mesure d'obtenir le colis le bureau de poste a ouvert le paquet tas de fausses cartes enregistrées l'ouverture de la carte se sentait comme un enregistrement du journal des appels message appelé Klarna récupérer de l'argent dit récupérer la plate-forme de remboursement le vendeur a dit de geler l'argent ouvert le dossier fermé dit la rétrofacturation geler le paiement fermé le dossier aller en arrière récupérer de l'argent klarna aide à perdre stressé je veux obtenir un remboursement déplacer un coincé rock dur endroit personne ne semble aider à droite même signalé fraude postale service d'inspection postale des États-Unis également signalé des preuves du bureau du procureur général, même toujours l'emballage veut que Klarna ait le droit de récupérer de l'argent déplacer des preuves vidéo ouverture du paquet toujours bien en possession du colis",mauvaise_qualite,faible
"ouvert un compte courant en ligne effectué un dépôt initial document reçu, y compris une carte de débit le jour même signé une facture de dépôt bancaire en ligne paiement transfert banque banque atm accès droit premier dépôt mobile déposé trois chèques en utilisant le dépôt mobile trois chèques deux chèques de paie durement gagnés troisième un rabais compagnie d'assurance maladie chèque légitime compensé banque émettrice banque dans l'heure dépôt donnant l'opportunité prouver la légitimité chèque réclamé contrefaçon décidé fermer le compte bloquer l'accès fonctionnalité bancaire y compris le dépôt essayé d'atteindre la banque du département concerné j'ai obtenu une résolution à la place traitée comme un fraudeur a raconté l'histoire déposé un faux chèque même si fourni une preuve de légitimité chèque déposé argent perdu processus précieux droit constitutionnel violé n'a pas procédé à une action en justice trouvée dommage prouvable la réputation n'assure pas les dommages à moins que la banque dise trouver des dommages acte discuter de circonstances différentes aujourd'hui rempli plainte recherche histoire de la banque résoudre l'inquiétude croyait également que la banque était engagée dans une activité frauduleuse",mauvaise_qualite,faible
dame a volé identité travail donné min information poursuivre entreprise poursuivre fait fausse carte d'identité info obtenue prêt ligne crédit carte de crédit prêt étudiant partie année travaillée voler personnes info aussi compte un un pièce jointe au fils compte signalé ligne fermée crédit également carte supprimée en raison de fraude appliqué compte arrière récemment jamais numéro de compte de carte vouloir toucher cas juge accordé collection responsable dette achetée signalé validé mien dame ouvert compte numéro de compte pa besoin supprimé immédiatement bloqué obtenu alerte de fraude achat trucs à la maison est revenu empêcher la fermeture regarder fichier payer tout temps besoin supprimé immédiatement ftc attaché véritable pièce d'identité attachée s carte attachée voleur fausse pièce d'identité facture ci-jointe rapport de police lettre ftc ci-joint notaire ci-joint en direct mois mois travail comme année,mauvaise_qualite,critique
entreprise frauduleuse disant qu'une autre entreprise a reçu une carte de paiement faux médicament bien police impliquée poursuite toujours en cours de facturation problème de transaction poursuite supportant la fraude numéro de réclamation de l'entreprise,mauvaise_qualite,faible
ordinateur portable acheté en ligne directement mort expédié ordinateur portable de remplacement plaçant la carte de crédit en attente de retour ordinateur portable défectueux reçu apparemment perdu ordinateur portable défectueux tournant tenir la livraison des frais au moins un jour avant le délai de retour de deux semaines déposé un litige découvrir la facture de la carte fermée y compris la copie de réception de la facture le reçu prouvant la livraison dit tout résolu voir la charge donnée,mauvaise_qualite,faible
début découvrir carte piratée commencé minute mettre de l'argent compte bancaire début obtenu données commencé à envoyer une fausse copie de facture refusée payer excellent client câble téléphonique piraté chaque navigateur chaque site sie pourrait contacter sauf atteindre un port étranger personnes étrangères preuve tentative contacter chaque société d'application de la loi disque dur compromis finalement carte de paiement l'année dernière appelé découvrir nouvelle carte obtenu des informations le mois dernier reçu facture cabinet d'avocats demandant le paiement depuis le dépôt d'un document judiciaire écoeurant pourrait obtenir un nouveau crédit de temps caed ruiné besoin réparé obtenir des choses s'il vous plaît réparer éternellement reconnaissant volontiers aller au tribunal document accusant fausse découverte hacker téléphone piraté appel découvrir détourné incapable d'atteindre,mauvaise_qualite,faible
année commencée à l'université nouvel ami voulait voir le billet de concert vendu à un ami a raconté une très bonne expérience d'achat de billet a envoyé un message à des gens un a récupéré acheté quatre billets frais paypal montant peu de temps envoyé de l'argent personne vendant un billet compte supprimé plus capable message déposé une plainte paypal décrivant la raison exacte de l'altercation aurait besoin d'argent remboursé refusé histoire réclamée billet crédible reçu contrefait,mauvaise_qualite,faible
appel téléphonique constant collecter les dettes de carte de crédit réclamées dues à l'entreprise appeler le téléphone constamment un numéro de téléphone différent également appelé téléphone de l'épouse frère parent sœur droit téléphone lieu de travail gauche entreprise réclamation collecte de comptes différents ordinateur appelé hsbc un autre partenaire appelé chaque semaine a répondu demandé entreprise supprimer le numéro nom appeler membre de la famille continuer l'appel de manière agressive dire payer suite civile déposée prendre le tribunal a signalé l'entreprise à plusieurs reprises continuer l'appel société dire situé ville natale maison de disques près également appeler la ville près en utilisant un faux numéro,mauvaise_qualite,faible
licence nmls détenant un prêt en otage montrer le contrôle du processus de prêt traîner le rapport de crédit a parlé prêt dit attente de téléphone fourni preuve de paiement preuve du prêteur l'argent est revenu image démolir le jour ouvrable a menti dit jour ouvrable heure parlé parler grossier bouche pleine nourriture gomme inverser tout convenu le matin parlerait comme harcelant nat expliquant envoyé document requis le concessionnaire a également envoyé le document demandé réclamerait jamais envoyé l'hypothèque mettrait volontairement à jour le concessionnaire de documents fourni connaître l'armée active car la manière de traiter le manque de respect comme les militaires croient délibérément traîner le prêt parlait voulait un autre acompte d'un dollar totalisant la plainte a chuté en arrière organisation à but non lucratif acompte supplémentaire mauvaise attitude recevoir un acompte aide revenu plus revenu de la femme chose préqualifiée lieu hypothécaire correct séquestre montant document réclamation loi fédérale mandat estimation année impôt payer école exonération d'impôt réclamation charge impôt exonération d'impôt dit loi fédérale dit obtenir un document indiquant beaucoup d'impôt f,mauvaise_qualite,faible
crédit refusé basé sur des informations erronées fournies perte résultante d'achat article obtenir meilleur achat carte de crédit meilleur achat utilisé fausses informations fournies refuser le crédit accepter un litige en ligne litige informations erronées numéro de téléphone permettre rapport litige en raison d'un temps d'attente long pendre heure limitée fonctionnement apparaît niveau de sécurité nécessaire empêcher l'entité d'accéder au rapport de crédit nécessaire compte marchand numéro de sécurité sociale fournir voyagé meilleur achat état refusé ratio de base de crédit depuis le revenu de la dette bonne impossibilité,mauvaise_qualite,faible
"La société de services de prêteur FCI allègue que le propriétaire de l'hypothèque a demandé une abstention de service en raison d'une perte de revenu. L'entreprise a refusé de vous donner une abstention, même reconnaître une demande faite au cours des deux dernières années. Demande répétée du service de prêteur FCI. Note de présentation au lieu d'accorder la demande déplacée accélérer l'effort de prêt. exclure une découverte antérieure. Document contrefait fourni. fausse tentative de saisie découverte, veuillez noter la correction effectuée fausse hypothèque inconnue acte de registre hypothécaire complètement différent massachusetts knowledge fci simplement état ignorant le fait d'irrégularité flagrante, cet acte constitue donc l'énonciation d'une statue criminelle tentant de recouvrer une dette à travers la frontière de l'état en utilisant sciemment une fausse documentation cas massachuse",mauvaise_qualite,faible
problème bureau d'évaluation du crédit fonctionnant en parallèle rapport de l'entreprise examen précis faux cfpb supposer enquêter sur l'exécuteur experian id découverte faite maison financiaxxxx audience reconnue coupable déposée plainte fraude délinquance rapport de l'entreprise mise à jour réclamation autorité experienne écrire délinquance cr corrompu servir action du consommateur calomnié crédit refusé crédit,mauvaise_qualite,faible
entreprise offrant aide service client crédit prêt inciter l'aide famille petit bébé à venir tuer le crédit fausse entreprise abuser des informations de crédit peut-être des informations de capture d'écran aider à lutter contre la dette je ne sais même pas ce qui s'est passé essayer d'obtenir de l'aide pour obtenir des choses sentir aider le souffrance faire une expérience controversée abus vers samedi on veut faire changer le monde aimerait voir les autres,mauvaise_qualite,faible
cher cfpb lettre reçue agence de recouvrement réponse société de recouvrement de créances faire savoir par état loi fédérale besoin d'informations en jachère demande originale signature originale déclaration facture reçoit respect inconnu agence de recouvrement de carte de crédit ne jamais envoyer la documentation demandée envoyer noir blanc déclaration regarder faux un système imprimé demander à l'agence de recouvrement envoyer reçoit signature achat effectué carte de crédit inconnue dernière demande veuillez contacter arrêter d'envoyer la lettre de notification la carte de crédit la mienne appartient soit merci respectueusement,mauvaise_qualite,faible
reçu un e-mail indiquant une nouvelle demande sérieuse synchronisation de la carte de crédit nationale compagnie aérienne recherchée litige meilleur moyen soumettre une plainte gars autoriser une demande difficile savoir synchronisation b formulaire appliqué crédit autorisé quiconque exécuter le crédit a récemment regardé l'entreprise en ligne vu de nombreuses plaintes fausse société appelée synchronisation carte de crédit nationale compagnie aérienne apparaissant personnes compte enquête difficile va aider serait grandement apprécié,mauvaise_qualite,faible
appliqué produit commandé lors de la réception de la marchandise produit défectueux produit retourné reçu appel dire devoir entreprise expédition retour produit expliqué représentant produit défectueux retourné accepter charge dit serait donné montant du crédit dû solde réfutation demander société de crédit ajouté une autre demande de crédit un rapport rapport de crédit appelé a montré le compte dit tiré besoin de crédit appeler le compte du bureau de crédit supprimé crédit appelé dit pourrait supprimer l'enquête afficher l'heure mois appel la société électriquement retirée ferait un ajustement appelé dit le nom du responsable du compte a dit voir l'enquête de crédit deux fois rien n'a pu être placé tenir minute,mauvaise_qualite,faible
fl délai manqué pièce jointe agent immobilier à l'attention de l'allié salaire financier allié fraude financière négligence bonjour allié financier réel décideur réponse pgs acheté allié financé financier payé solde de départ mais reçu avis allié prêt financier payé via le concessionnaire terminé accepté allié avis d'honneur financier allié dire devoir fou escroc négligent essayé de négocier offre équitable allié mois allié ali ignorant complètement u zéro solution personnel décrochage négligence vous ne poursuivez pas allié financier se rapprocher vraiment fl manqué délai agent immobilier attn allié salaire financier allié fraude financière négligence bonjour allié financier décideur réel réponse essayé négocier offre équitable mois allié tout arrêté allié financier illégalement sans consentement taux d'offre mo allié financier besoin match offre transfert prêt allié dès que possible option allié offre financière juste offre en espèces ac payé allié financier voir pièce jointe neuf paiements quatre paiement allié jamais enregistré comptable dit allié financier compte définitivement négligent nous poursuivons allié financier su,mauvaise_qualite,faible
